Department,Sex,Mode,Att-S1,Att-S2,Att-S3,Att-S4,Att-S5,Att-S6,Att-S7,Att-S8,Discounts,NO-Re-exams,GPA-S1,GPA-S2,GPA-S3,GPA-S4,GPA-S5,GPA-S6,GPA-S7,GPA-S8,Status 
Civil-Engineering,Male,Fulltime,0.56,0.51,0.89,0.9,0.84,0.5,0.98,0.89,50,7,80.29,74.71,79.42,83.75,86.4,75.92,68.33,73.3,Will Graduate
Civil-Engineering,Male,Fulltime,0.55,0.58,0.74,0.95,0.55,0.9,0.87,0.64,0,2,86.09,92.5,88.58,86.5,87,84.08,87.67,83.8,Will Graduate
Civil-Engineering,Male,Fulltime,0.62,0.67,0.98,0.89,0.52,0.93,0.59,0.66,45,0,76.97,73.25,78.08,81,78,75.5,89.75,91.1,Will Graduate
Civil-Engineering,Male,Fulltime,0.54,0.71,0.93,0.55,0.97,0.7,0.57,0.78,0,0,78.83,76.14,83.58,83.67,79.08,80,79.5,86.2,Will Graduate
Civil-Engineering,Male,Fulltime,0.67,0.54,0.68,0.78,0.88,0.55,0.64,0.54,11.10999966,14,62.34,59.14,65,61.08,58.92,61.33,63.5,74.7,Will Graduate
Civil-Engineering,Male,Fulltime,0.79,0.84,0.85,0.71,0.51,0.92,0.6,0.72,0,1,74.19,63.46,74.5,68.67,63.33,61.33,67.08,78.3,Will Graduate
Civil-Engineering,Male,Fulltime,0.83,0.98,0.9,0.56,0.63,0.97,0.95,0.87,20,0,77.26,69.14,78.83,76.42,81.5,75,82,84.1,Will Graduate
Civil-Engineering,Male,Fulltime,0.62,0.67,0.99,0.93,0.69,0.69,0.85,0.71,100,1,70.06,65.25,71.67,73.42,72.25,75.5,76.58,81.2,Will Graduate
Civil-Engineering,Male,Fulltime,0.5,0.86,0.83,0.58,0.92,0.83,0.92,0.62,20,0,81.89,81.57,87.08,77.42,75.42,69.33,75.42,80.7,Will Graduate
Civil-Engineering,Male,Fulltime,0.82,0.77,0.88,0.58,0.78,0.66,0.97,0.88,22.21999931,0,83.26,86.93,89.08,89.17,91.83,86.42,82.33,87.2,Will Graduate
Civil-Engineering,Male,Fulltime,0.99,0.82,0.62,0.67,0.97,0.85,0.84,0.67,0,1,70.74,68.39,73.58,77.25,72.08,72.67,74.5,79.2,Will Graduate
Civil-Engineering,Male,Fulltime,0.84,0.67,0.86,0.78,0.81,0.74,0.77,0.62,20,0,87.39,87.36,89.67,84.08,87.58,88.67,90.42,90.2,Will Graduate
Civil-Engineering,Male,Fulltime,0.79,0.61,0.69,0.63,0.59,0.57,0.57,0.67,22.21999931,10,70.03,61.86,66.83,66.25,57,59,68.17,78.6,Will Graduate
Civil-Engineering,Male,Fulltime,0.51,0.53,0.62,0.51,0.72,0.55,0.59,0.83,33.33000183,1,75.24,70.79,79.08,64.25,67.92,79.5,80.75,83.6,Will Graduate
Civil-Engineering,Male,Fulltime,0.86,0.82,0.54,0.74,0.58,0.67,0.63,0.63,0,8,77.37,67.04,62.58,61.08,58.08,56.92,74.58,78.8,Will Graduate
Civil-Engineering,Male,Fulltime,0.76,0.91,0.79,0.73,0.78,0.73,0.81,0.88,20,2,69.17,64.86,75.67,66.17,71.08,63.17,68.25,79.9,Will Graduate
Civil-Engineering,Male,Fulltime,0.97,0.71,0.64,0.59,0.53,0.9,0.92,0.89,0,0,82.4,70.71,79.25,84.83,84.17,80.33,85.08,88.9,Will Graduate
Civil-Engineering,Male,Fulltime,0.88,0.53,0.5,0.93,0.64,0.92,0.69,0.68,20,0,77.9,73.07,74.58,62.58,77.42,71.5,85.58,90.5,Will Graduate
Civil-Engineering,Female,Fulltime,0.85,0.7,0.97,0.76,0.9,0.7,0.8,0.92,50,0,81.24,83.89,86.33,84,86.92,80.75,85.5,87.4,Will Graduate
Civil-Engineering,Female,Fulltime,0.71,0.78,0.78,0.57,0.52,0.89,0.9,0.81,50,1,64.61,66.21,73.08,71.83,67.83,66.58,71.08,77.9,Will Graduate
Civil-Engineering,Male,Fulltime,0.88,0.96,0.65,0.9,0.54,0.5,0.91,0.53,0,0,79.67,86.29,88.58,85.67,78.92,83.42,78.67,89,Will Graduate
Civil-Engineering,Male,Fulltime,0.93,0.59,0.64,0.94,0.8,0.66,0.91,0.6,0,4,69.36,65.61,73.75,68.83,67.33,72.17,78.33,88,Will Graduate
Civil-Engineering,Male,Fulltime,0.75,0.97,0.6,0.6,0.71,0.76,0.69,0.65,11,0,94.14,88.21,91.25,86.72,88.75,86.08,89.25,87.6,Will Graduate
Civil-Engineering,Male,Fulltime,0.7,0.55,0.64,0.57,0.92,0.9,0.74,0.99,11,3,89.64,82.21,85.08,85.17,85.08,78.42,79.25,88,Will Graduate
Civil-Engineering,Male,Fulltime,0.76,0.82,0.83,0.7,0.5,0.89,0.98,0.73,20,6,59.07,65.71,72.5,73.83,73.75,76,75.92,88,Will Graduate
Civil-Engineering,Male,Fulltime,0.6,0.77,0.53,0.85,0.69,0.88,0.8397,0.7789,0,0,82.57,82,84.92,83.42,81.58,83.67,85.08,84.5,Will Graduate
Civil-Engineering,Male,Fulltime,0.98,0.65,0.82,0.66,0.86,0.8,0.9231,0.8316,20,1,74.57,77.5,75.83,71.5,77,85.92,86.92,88.8,Will Graduate
Civil-Engineering,Male,Fulltime,0.8,0.79,0.52,0.75,0.69,0.71,1,0.9368,33,0,81.29,86,83.92,74.42,84.33,86.25,86.75,90.8,Will Graduate
Civil-Engineering,Male,Fulltime,0.5,0.86,0.8,0.93,0.76,0.5,0.9551,0.8947,20,0,79.43,77,83.58,69.33,83.25,82.25,83.25,86.8,Will Graduate
Civil-Engineering,Female,Fulltime,0.88,0.56,0.66,0.63,0.68,0.52,0.9551,0.9579,50,0,81.71,89.14,83.33,83.5,84.75,88.75,88.92,87.9,Will Graduate
Civil-Engineering,Male,Fulltime,0.54,0.64,0.6,0.57,0.56,0.62,0.8397,0.8,20,5,75,76.36,61.17,62.17,66.5,64,76.58,84.5,Will Graduate
Civil-Engineering,Male,Fulltime,0.78,0.69,0.61,0.96,0.99,0.58,0.9872,0.9579,20,1,78.43,79.64,70.58,78.33,84,85.1,90.17,90.9,Will Graduate
Civil-Engineering,Female,Fulltime,0.94,0.98,0.56,0.89,0.75,0.59,1,1,100,0,88.79,92.07,92.5,89.67,90.33,92.12,96.17,91.7,Will Graduate
Civil-Engineering,Male,Fulltime,0.71,0.8,0.85,0.86,0.76,0.73,0.9808,1,39,0,80.71,85.5,77.58,71.58,77,77.4,83.83,86.5,Will Graduate
Civil-Engineering,Male,Fulltime,0.88,0.73,0.99,0.76,0.86,0.51,0.9744,0.9368,100,0,74.29,81.43,77.58,83.83,85.08,80.33,86.67,87.8,Will Graduate
Civil-Engineering,Male,Fulltime,0.99,0.93,0.69,0.66,0.74,0.73,0.9167,0.9789,20,3,67.14,73,72.33,65.33,61.5,61.58,70.58,82.3,Will Graduate
Civil-Engineering,Male,Fulltime,0.92,0.93,0.88,0.6,0.9,0.69,0.9295,0.9579,20,16,68.71,72.29,56.83,56.58,60,57.83,63.17,69.2,Will Graduate
Civil-Engineering,Male,Fulltime,0.74,0.65,0.51,0.63,0.61,0.67,0.9679,0.9158,0,0,93.71,94.43,86.08,91.42,93.42,97.75,94,95.5,Will Graduate
Civil-Engineering,Male,Fulltime,0.54,0.7,0.86,0.71,0.96,0.71,0.9744,0.9579,20,0,84.71,82.57,91.5,83.67,85.25,88.33,89.17,87.1,Will Graduate
Civil-Engineering,Male,Fulltime,0.65,0.64,0.76,0.89,0.65,0.6,0.9295,0.9579,22,0,75.57,80.93,73.5,76.25,78,72.25,78.17,83.1,Will Graduate
Civil-Engineering,Male,Fulltime,0.56,0.98,0.74,0.76,0.59,0.69,0.9551,0.9579,100,5,69,72.14,68,56.92,66.33,62.92,69.83,77.3,Will Graduate
Civil-Engineering,Male,Fulltime,0.58,0.51,0.82,0.55,0.82,0.93,0.72,0.82,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Female,Fulltime,0.95,0.99,0.62,0.6,0.68,0.59,0.93,0.87,50,6,52.79,44.14,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.66,0.53,0.67,0.75,0.75,0.53,0.87,0.78,0,0,60.86,52.71,44.83,0,0,0,0,0,Dropout
Civil-Engineering,Female,Fulltime,0.98,0.54,0.74,0.62,0.86,0.96,0.7,0.64,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.58,0.52,0.85,0.69,0.91,0.97,0.62,0.71,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.55,0.65,0.62,0.65,0.89,0.52,0.93,0.6,0,0,63.93,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.92,0.65,0.99,0.53,0.66,0.74,0.71,0.86,0,0,17.29,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.82,0.81,0.58,0.97,0.62,0.69,0.59,0.91,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.77,0.64,0.88,0.5,0.86,0.8,0.94,0.78,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.59,0.61,0.81,0.72,0.67,0.71,0.55,0.63,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.72,0.8,0.84,0.8,0.97,0.96,0.92,0.71,0,0,58.5,25.93,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.94,0.96,0.8902,0.6271,0.98,0.52,0.67,0.79,0,0,74.93,71.93,64.68,1.67,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.78,0.77,0.53,0.82,0.55,0.79,0.78,0.54,100,0,39,40.86,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.7,0.74,0.6,0.76,0.51,0.77,0.82,0.8,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.88,0.77,0.74,0.87,0.63,0.53,0.8,0.89,50,2,49.07,16.71,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.83,0.54,0.7,0.89,0.86,0.64,0.62,0.67,0,0,26.43,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.5,0.78,0.9512,0.7917,0.88,0.59,0.79,0.68,0,0,65.5,58.43,57.13,17.38,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.88,0.98,0.7561,0.8,0.55,0.84,0.57,0.83,0,0,59.07,54.43,54.33,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.66,0.87,0.9634,0.8305,0.84,0.6,0.99,0.64,0,0,72.43,73.64,67.58,1.67,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.52,0.6,0.93,0.86,0.53,0.55,0.66,0.67,0,0,27.29,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.52,0.92,0.55,0.51,0.91,0.51,0.84,0.68,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.89,0.92,0.95,0.96,0.97,0.95,0.88,0.55,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.81,0.93,0.73,0.85,0.55,0.74,0.53,0.96,17,0,41.86,7.57,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.88,0.9,0.85,0.55,0.72,0.96,0.63,0.79,0,0,25.71,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.58,0.51,0.84,0.65,0.74,0.75,0.56,0.55,0,0,14.57,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.7,0.64,0.61,0.64,0.87,0.95,0.64,0.85,17,0,69.29,24.29,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.74,0.58,0.71,0.78,0.8,0.66,0.9,0.53,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.8723,0.4626,0.66,0.9,0.54,0.99,0.84,0.75,0,0,43.79,19.14,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.7872,0.5919,0.71,0.8,0.9,0.59,0.76,0.52,0,0,49.57,20,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.79,0.84,0.82,0.61,0.6,0.68,0.59,0.92,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.8245,0.62,0.89,0.59,0.81,0.77,0.93,0.84,20,0,45.43,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.8,0.8,0.59,0.56,0.54,0.51,0.95,0.73,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.7692,0.92,0.58,0.64,0.99,0.53,0.66,0.73,20,0,5.14,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.6726,0.87,0.66,0.71,0.56,0.67,0.68,0.91,0,0,2.86,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.81,0.84,0.8,0.99,0.53,0.71,0.94,0.6,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.52,0.74,0.66,0.55,0.8,0.86,0.89,0.86,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.7517,0.99,0.74,0.71,0.86,0.69,0.85,0.68,0,0,30.79,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.64,0.65,0.82,0.64,0.75,0.83,0.92,0.6,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.8121,0.86,0.76,0.75,0.96,0.57,0.97,0.66,0,0,18.07,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.4424,0.81,0.58,0.96,0.57,0.98,0.69,0.51,0,0,4.17,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.8756,0.5093,0.63,0.72,0.69,0.81,0.99,0.53,20,1,51.5,13,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.55,0.55,0.9,0.85,0.55,0.7,0.85,0.66,20,0,15.17,0,0,0,0,0,0,0,Dropout
Business-Administration,Male,Parttime,0.79,0.61,0.69,0.61,0.51,0.73,0.64,0.98,0,0,61.93,59.07,61.2,61.6,70.2,66.7,66.9,76.2,Will Graduate
Business-Administration,Male,Parttime,0.51,0.6,0.96,0.52,0.72,0.55,0.61,0.88,14.28999996,0,73,74.79,73.33,80.4,76,78.7,76.1,75,Will Graduate
Business-Administration,Male,Parttime,0.58,0.75,0.54,0.95,0.63,0.8,0.61,0.68,0,0,58.86,61.86,66.72,71.2,68.4,73.2,71.3,74.6,Will Graduate
Business-Administration,Male,Parttime,0.56,0.75,0.59,0.72,0.81,0.89,0.54,0.55,0,0,76.57,72.29,62.67,74,69.6,68.1,72.9,75.2,Will Graduate
Business-Administration,Female,Parttime,0.61,0.93,0.82,0.82,0.62,0.68,0.51,0.54,20,0,70.36,65.71,68.83,70,65.4,71.3,86,85.2,Will Graduate
Business-Administration,Male,Parttime,0.66,0.7,0.52,0.52,0.53,0.59,0.85,0.5,100,0,72.07,64.86,56.9,63.8,72.4,80,74.6,79,Will Graduate
Business-Administration,Male,Parttime,0.97,0.85,0.83,0.61,0.59,0.6,0.72,0.83,100,0,83.89,88.43,87.22,89.2,88.2,87.8,96,89,Will Graduate
Business-Administration,Male,Parttime,0.97,0.89,0.55,0.58,0.74,0.99,0.71,0.58,0,0,65,71.29,72.93,79.2,78.8,84,78.3,76.46,Will Graduate
Business-Administration,Male,Parttime,0.79,0.7,0.62,0.54,0.84,0.58,0.88,0.67,100,0,73.57,69.14,66.17,69.6,84.6,89,91.4,84.6,Will Graduate
Business-Administration,Male,Parttime,0.71,0.57,0.69,0.76,0.72,0.84,0.52,0.6,0,0,72.86,70.71,58.85,70.4,77.6,75.6,77.4,77.3,Will Graduate
Business-Administration,Female,Parttime,0.97,0.52,0.71,0.98,0.77,0.92,0.81,0.79,20,0,90.71,82.36,87.15,92,90.6,92.4,91.1,93.8,Will Graduate
Business-Administration,Male,Parttime,0.51,0.69,0.91,0.51,0.83,0.61,0.56,0.5,0,0,80.5,71.64,78,75.4,74.1,83.4,93,84.4,Will Graduate
Business-Administration,Male,Parttime,0.81,0.56,0.89,0.78,0.71,0.71,0.94,0.59,0,0,65,67,68.25,65.9,68.6,71.4,76.3,72.6,Will Graduate
Business-Administration,Male,Parttime,0.7,0.79,0.87,0.99,0.84,0.74,0.69,0.74,20,0,62.43,67.79,65.42,66,64,68.8,72.3,71.9,Will Graduate
Business-Administration,male,Parttime,0.65,0.51,0.61,0.54,0.85,0.66,0.73,0.7,0,0,84.14,87.71,92.33,87.6,89,92.7,93.7,88.4,Will Graduate
Business-Administration,Male,Parttime,0.8,0.91,0.64,0.98,0.5,0.54,0.74,0.55,0,0,72.29,80.71,83,84,79,86.9,91.1,86.4,Will Graduate
Business-Administration,Male,Parttime,0.54,0.55,0.65,0.59,0.51,0.78,0.89,0.61,0,0,71.57,77,81.83,77.7,70.2,79.1,80.6,78,Will Graduate
Business-Administration,Male,Parttime,0.89,0.62,0.95,0.91,0.67,0.62,0.61,0.7,0,5,60.93,66.14,61.58,68,66.6,71.8,79.3,72.5,Will Graduate
Business-Administration,Male,Parttime,0.67,0.75,0.75,0.99,0.72,0.62,0.96,0.92,0,0,56.21,61.86,75,69.6,64.4,74.6,81.6,73.6,Will Graduate
Business-Administration,Male,Parttime,0.76,0.51,0.8,0.98,0.51,0.62,0.55,0.9,100,0,61.71,69.29,62.25,71.2,59.2,71.8,76.8,73.5,Will Graduate
Business-Administration,Male,Parttime,0.86,0.59,0.9,0.71,0.88,0.78,0.74,0.86,0,0,85.64,88.57,92.33,92.8,89.4,92.4,93,89.8,Will Graduate
Business-Administration,Male,Parttime,0.57,0.81,0.85,0.81,0.52,0.65,0.71,0.62,0,0,83.86,83.43,88.83,85.4,89.4,89.8,91.5,89,Will Graduate
Business-Administration,Male,Parttime,0.97,0.51,0.62,0.59,0.59,0.68,0.63,0.62,0,0,78.21,87,79.08,74.5,76.1,75,85.4,81.5,Will Graduate
Business-Administration,Male,Parttime,0.72,0.72,0.98,0.71,0.64,0.55,0.85,0.62,100,1,82.57,88.79,86.5,80.6,83.5,87.5,96,87.2,Will Graduate
Business-Administration,Male,Parttime,0.55,0.88,0.74,0.59,0.75,0.95,0.53,0.79,0,0,76.86,85,85.5,86.6,77.6,82.4,87.7,85.1,Will Graduate
Business-Administration,Male,Parttime,0.87,0.97,0.75,0.86,0.56,0.71,0.87,0.74,20,2,67.36,63.71,68.5,65.4,61.6,70.4,76.5,70.4,Will Graduate
Business-Administration,Male,Parttime,0.59,0.72,0.85,0.6,0.95,0.97,0.99,0.55,0,3,52.71,57.14,66.17,63.5,56.4,80.3,73.4,68.5,Will Graduate
Business-Administration,Male,Parttime,0.78,0.74,0.87,0.63,0.54,0.84,0.57,0.86,14.28999996,3,56.14,59.71,66.67,68.3,64.2,80.2,78.6,73,Will Graduate
Business-Administration,Male,Parttime,0.56,0.74,0.54,0.98,0.8,0.56,0.89,0.78,0,1,51.71,54.14,59.75,63.3,63.8,76.3,74,69.7,Will Graduate
Business-Administration,Male,Parttime,0.96,0.67,0.96,0.78,0.55,0.92,0.93,0.9,0,8,62.07,63.86,73.33,64.3,62.6,73.5,71.8,66,Will Graduate
Business-Administration,Male,Parttime,0.73,0.94,0.51,0.72,0.59,0.81,0.78,0.98,42.86000061,0,68.71,66.43,81.67,77.5,72.4,84.1,90.4,85.5,Will Graduate
Business-Administration,Female,Parttime,0.54,0.79,0.82,0.73,0.71,0.87,0.7,0.92,0,0,65.64,63.36,74.5,70.5,73.2,75.3,80.7,76.4,Will Graduate
Business-Administration,Female,Parttime,0.51,0.79,0.93,0.77,0.55,0.97,0.69,0.56,28.56999969,3,60.29,59.07,62.5,63.8,62.6,71.4,74,71.6,Will Graduate
Business-Administration,Female,Parttime,0.75,0.55,0.99,0.82,0.65,0.8,0.53,0.75,100,0,68.21,73.57,82.5,79.3,76.2,82,86.3,84.1,Will Graduate
Business-Administration,Male,Parttime,0.67,0.63,0.63,0.77,0.97,0.52,0.72,0.54,42.86000061,0,71.21,74.86,79.42,76.6,71.4,84.8,84.6,83.8,Will Graduate
Business-Administration,Female,Parttime,0.56,0.67,0.68,0.89,0.91,0.88,0.68,0.76,0,0,64.79,67.43,73.33,71.6,68.2,79.2,78.2,77.2,Will Graduate
Business-Administration,Male,Parttime,0.76,0.53,0.87,0.78,0.78,0.57,0.51,0.83,100,0,64.43,69.14,74.67,66.3,66,78.1,77.6,73.2,Will Graduate
Business-Administration,Male,Parttime,0.63,0.69,0.55,0.71,0.88,0.76,0.68,0.65,0,0,68.86,72.86,81.83,80.3,78.8,81.7,88.4,85.6,Will Graduate
Business-Administration,Female,Parttime,0.68,0.95,0.74,0.83,0.97,0.83,0.75,0.75,42.86000061,4,54,56.43,60.75,63,53.8,70.6,71.4,71,Will Graduate
Business-Administration,Male,Parttime,0.54,0.92,0.52,0.82,0.54,0.75,0.64,0.96,0,0,79,77.29,86.17,81.9,77.8,85.4,87.9,83.8,Will Graduate
Business-Administration,Male,Parttime,0.88,0.55,0.58,0.77,0.61,0.76,0.97,0.59,100,0,73.07,72.14,78.17,75.5,73.2,87.1,75.4,76.1,Will Graduate
Business-Administration,Female,Parttime,0.52,0.83,0.6,0.52,0.8,0.96,0.89,0.57,28.56999969,0,70.29,75.14,79.67,77.7,76,77.9,78.6,84.8,Will Graduate
Business-Administration,Male,Parttime,0.7,0.77,0.78,0.57,0.54,0.99,0.81,0.61,0,0,79.29,81.14,75.08,80.83,78.47,75.5,72.8,80.9,Will Graduate
Business-Administration,Male,Parttime,0.62,0.77,0.5,0.68,0.9,0.98,0.71,0.62,0,4,63.43,62.57,61.46,63.17,65.85,64,64.4,69.6,Will Graduate
Business-Administration,Female,Parttime,0.95,0.92,0.72,0.88,0.75,0.59,0.7,0.75,0,0,76.86,79.57,80.04,77,79.08,74.25,80.5,77.3,Will Graduate
Business-Administration,Female,Parttime,0.66,0.54,0.74,0.58,0.71,0.78,0.78,0.58,100,2,56,54.86,57.25,62.33,64.72,55.83,62.4,62.3,Will Graduate
Business-Administration,Female,Parttime,0.55,0.52,0.97,0.79,0.52,0.76,0.73,0.9,0,0,74.29,70.14,73.42,82.42,78.17,72.75,76.2,75.8,Will Graduate
Business-Administration,Male,Parttime,0.8,0.81,0.66,0.89,0.96,0.64,0.83,0.72,100,0,74.86,72.71,72.13,80.67,78.3,75.5,75.6,79.3,Will Graduate
Business-Administration,Female,Parttime,0.6,0.88,0.57,0.75,0.52,0.88,0.83,0.53,0,0,69.29,69.43,69,76.92,74.33,62.33,76.8,75.5,Will Graduate
Business-Administration,Male,Parttime,0.64,0.63,0.73,0.76,0.62,0.82,0.76,0.85,100,1,67.86,71.71,68.71,73.67,71.25,75.67,66.2,70.2,Will Graduate
Business-Administration,Male,Parttime,0.95,0.7,0.67,0.76,0.79,0.69,0.57,0.81,0,3,76.43,70.86,67.29,70.58,64.86,64.92,66.8,70.4,Will Graduate
Business-Administration,Female,Parttime,0.82,0.66,0.87,0.86,0.69,0.88,0.84,0.57,0,2,57.29,57.29,59.42,67.17,65.88,62.67,67.4,70.2,Will Graduate
Business-Administration,Male,Parttime,0.84,0.5,0.97,0.87,0.93,0.54,0.94,0.59,0,6,62.43,62.86,63,66.83,70.17,68.92,69,69.1,Will Graduate
Business-Administration,Male,Parttime,0.61,0.8,0.67,0.94,0.69,0.65,0.67,0.89,20,1,61.57,63.57,63.13,74.75,72.87,66.58,72.2,72.3,Will Graduate
Business-Administration,Male,Parttime,0.97,0.7,0.56,0.72,0.9,0.88,0.67,0.74,0,0,80.14,76.43,75.63,75.58,84.67,71,73.4,71.6,Will Graduate
Business-Administration,Male,Parttime,0.71,0.81,0.95,0.8,0.66,0.91,0.57,0.63,100,0,88.43,84,89.08,88.25,89.33,90.42,80.6,81.3,Will Graduate
Business-Administration,Female,Parttime,0.77,0.53,0.85,0.66,0.78,0.89,0.65,0.56,20,0,71.29,85,78,81.33,80.5,77.17,82,79.5,Will Graduate
Business-Administration,Male,Parttime,0.88,0.71,0.9,0.89,0.77,0.65,0.98,0.95,20,1,74.86,78.71,78.71,86.75,81.67,76.08,72.6,68.7,Will Graduate
Business-Administration,Male,Parttime,0.8,0.64,0.83,0.74,0.69,0.75,0.67,0.63,14.28999996,0,71.71,73.57,81.33,75.25,77.42,84.17,79.8,73.5,Will Graduate
Business-Administration,Male,Parttime,0.62,0.74,0.84,0.5,0.96,0.82,0.74,0.72,100,0,79.57,81.86,83.21,84.83,85.25,77.58,81.2,86.6,Will Graduate
Business-Administration,Male,Parttime,0.9,0.84,0.99,0.96,0.8,0.66,0.89,0.96,20,7,57.57,58.71,57.42,62,62,56.67,66.2,68.5,Will Graduate
Business-Administration,Female,Parttime,0.65,0.89,0.99,0.79,0.97,0.97,0.98,0.99,100,1,75.43,74.57,72.42,74.5,73.67,82.75,68.8,63.3,Will Graduate
Business-Administration,Male,Parttime,0.52,0.61,0.5,0.7,0.99,0.84,0.75,0.74,0,13,55.71,54.57,57,54.5,55.5,60.5,61.1,61,Will Graduate
Business-Administration,Female,Parttime,0.93,0.95,0.94,0.89,0.6,0.87,0.55,0.63,0,1,61.57,63.86,64.17,73.67,67.33,60.17,70,74.5,Will Graduate
Business-Administration,Male,Parttime,0.99,0.59,0.97,0.58,0.51,0.82,0.57,0.88,0,1,70.29,80.57,67.71,80.08,71.83,78.75,68.2,68.7,Will Graduate
Business-Administration,Male,Parttime,0.86,0.62,0.54,0.85,0.64,0.66,0.89,0.97,0,5,59.43,57,68.46,69.92,68,77.5,69.2,69.4,Will Graduate
Business-Administration,Male,Parttime,0.7,0.56,0.74,0.5,0.81,0.55,0.83,0.5,0,1,55.43,55.57,58.75,57.5,62.83,62.58,71.6,67.4,Will Graduate
Business-Administration,Male,Parttime,0.5,0.5,0.5,0.53,0.66,0.69,0.99,0.88,0,0,63.57,68.86,66.96,72.33,76.92,67.75,73.2,76.6,Will Graduate
Business-Administration,Female,Parttime,0.94,0.55,0.93,0.51,0.78,0.85,0.93,0.59,0,0,78.57,79.71,74.25,76.58,81.78,73.58,79.6,71.9,Will Graduate
Business-Administration,Male,Parttime,0.67,0.61,0.51,0.75,0.72,0.87,0.68,0.79,14,10,70.29,74.43,75.67,72.33,67.5,62.92,53.2,66,Will Graduate
Business-Administration,Female,Parttime,0.91,0.68,0.68,0.85,0.74,0.63,0.94,0.8,20,1,60.43,64.43,67.75,66.5,62.5,69.67,70.7,73.2,Will Graduate
Business-Administration,Female,Parttime,0.72,0.67,0.72,0.57,0.73,0.92,0.93,0.88,0,0,79.5,85.14,91.83,88.17,89.67,92.92,89.6,94.7,Will Graduate
Business-Administration,Male,Parttime,0.61,0.93,0.82,0.81,0.61,0.62,0.75,0.93,28,2,79.47,70.5,69.67,74.83,71.33,72.58,73.1,81.5,Will Graduate
Business-Administration,Male,Parttime,0.88,0.61,0.91,0.75,0.51,0.8,0.98,0.52,0,8,59.71,64.07,69.92,75.33,71.5,62.75,65.6,68.3,Will Graduate
Business-Administration,Male,Parttime,0.64,0.67,0.93,0.65,0.97,0.9,0.61,0.85,0,0,73.14,76.43,74.73,78.17,71.83,78.42,74.8,81,Will Graduate
Business-Administration,Female,Parttime,0.92,0.56,0.55,0.57,0.71,0.86,0.65,0.68,0,0,62.57,72.36,75.92,78.5,78.58,79.33,81.8,84,Will Graduate
